Name,Type,ID,Wall_Width, Category , Category , Curtain version , Locked , Range , Angle 2 , Angle 1 , Deletable , Id , Family and Type , Family , Type , Family Name , Type Id , Bottom Vertical Projection , Top Vertical Projection , Horizontal Projection , Cross-Section , Base Extension Distance , Top Extension Distance , Radius , Angle , Related to Mass , Location Line Offset , Location Line , Base is Attached , Top is Attached , Top Offset , Base Offset , Base Constraint , Unconnected Height , Top Constraint , Room Bounding , Abstract Join Strength Order , Analytical Space Bounding , Volume , Area , Length , Desired Width , Image , Design Option , Design Option , Comments , Assembly Description , Assembly Code , Edited by , Workset , Type Name , Mark , Categorize as , Phase Demolished , Phase Created , Curved Edge Condition , Can host rebar , Structural , Enable Analytical Model , Structural Usage , Wall Modifier 
HA Wall_W24.1,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 @ HA_1249_550TenthAVE_Arch_detached 211016_MbreauCNSZQ.rvt,5448538,5,Revit Category : Walls : id -2000011 ,Revit Category : Walls : id -2000011 ,,TRUE,,,,TRUE,5448538,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 ,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 ,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 ,,4780387,Revit Element : <None>,Revit Element : <None>,Revit Element : <None>,1,0,0,,0,FALSE,0,CoreCenterline,FALSE,TRUE,0,0,Revit Level : LEVEL 05 : id 5391481 ,108,Revit Element : <None>,TRUE,3,TRUE,94135,18827,138,,,Revit Element : <None>,Main Model,,,,,2133,,,0,Revit Element : <None>,Revit Phase : New Construction : id 118390 ,0,FALSE,FALSE,FALSE,NonBearing,
HA Wall_W24.1,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 @ HA_1249_550TenthAVE_Arch_detached 211016_MbreauCNSZQ.rvt,5448539,5,Revit Category : Walls : id -2000011 ,Revit Category : Walls : id -2000011 ,,TRUE,,,,TRUE,5448539,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 ,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 ,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 ,,4780387,Revit Element : <None>,Revit Element : <None>,Revit Element : <None>,1,0,0,,0.5 * Pi,FALSE,0,CoreCenterline,FALSE,TRUE,0,0,Revit Level : LEVEL 05 : id 5391481 ,108,Revit Element : <None>,TRUE,3,TRUE,14247.87585,2849.575169,23.765486,,,Revit Element : <None>,Main Model,,,,,2133,,,0,Revit Element : <None>,Revit Phase : New Construction : id 118390 ,0,FALSE,FALSE,FALSE,NonBearing,
HA Wall_W24.1,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 @ HA_1249_550TenthAVE_Arch_detached 211016_MbreauCNSZQ.rvt,5448542,5,Revit Category : Walls : id -2000011 ,Revit Category : Walls : id -2000011 ,,TRUE,,,,TRUE,5448542,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 ,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 ,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 ,,4780387,Revit Element : <None>,Revit Element : <None>,Revit Element : <None>,1,0,0,,0.5 * Pi,FALSE,0,CoreCenterline,FALSE,TRUE,0,0,Revit Level : LEVEL 05 : id 5391481 ,108,Revit Element : <None>,TRUE,3,TRUE,30568.75,6113.75,45.625,,,Revit Element : <None>,Main Model,,,,,2133,,,0,Revit Element : <None>,Revit Phase : New Construction : id 118390 ,0,FALSE,FALSE,FALSE,NonBearing,b
HA Wall_W24.1,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 @ HA_1249_550TenthAVE_Arch_detached 211016_MbreauCNSZQ.rvt,5448544,5,Revit Category : Walls : id -2000011 ,Revit Category : Walls : id -2000011 ,,TRUE,,,,TRUE,5448544,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 ,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 ,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 ,,4780387,Revit Element : <None>,Revit Element : <None>,Revit Element : <None>,1,0,0,,0.5 * Pi,FALSE,0,CoreCenterline,FALSE,TRUE,0,0,Revit Level : LEVEL 05 : id 5391481 ,108,Revit Element : <None>,TRUE,3,TRUE,19932.5,3986.5,29.75,,,Revit Element : <None>,Main Model,,,,,2133,,,0,Revit Element : <None>,Revit Phase : New Construction : id 118390 ,0,FALSE,FALSE,FALSE,NonBearing,b
HA Wall_W24.1,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 @ HA_1249_550TenthAVE_Arch_detached 211016_MbreauCNSZQ.rvt,5448548,5,Revit Category : Walls : id -2000011 ,Revit Category : Walls : id -2000011 ,,TRUE,,,,TRUE,5448548,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 ,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 ,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 ,,4780387,Revit Element : <None>,Revit Element : <None>,Revit Element : <None>,1,0,0,,0,FALSE,0,CoreCenterline,FALSE,TRUE,0,0,Revit Level : LEVEL 05 : id 5391481 ,108,Revit Element : <None>,TRUE,3,TRUE,107032.5,21406.5,159.75,,,Revit Element : <None>,Main Model,,,,,2133,,,0,Revit Element : <None>,Revit Phase : New Construction : id 118390 ,0,FALSE,FALSE,FALSE,NonBearing,
HA Wall_W24.1,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 @ HA_1249_550TenthAVE_Arch_detached 211016_MbreauCNSZQ.rvt,5448549,5,Revit Category : Walls : id -2000011 ,Revit Category : Walls : id -2000011 ,,TRUE,,,,TRUE,5448549,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 ,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 ,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 ,,4780387,Revit Element : <None>,Revit Element : <None>,Revit Element : <None>,1,0,0,,0,FALSE,0,CoreCenterline,FALSE,TRUE,0,0,Revit Level : LEVEL 05 : id 5391481 ,108,Revit Element : <None>,TRUE,3,TRUE,54270,10854,81,,,Revit Element : <None>,Main Model,,,,,2133,,,0,Revit Element : <None>,Revit Phase : New Construction : id 118390 ,0,FALSE,FALSE,FALSE,NonBearing,
HA Wall_W24.1,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 @ HA_1249_550TenthAVE_Arch_detached 211016_MbreauCNSZQ.rvt,5448552,5,Revit Category : Walls : id -2000011 ,Revit Category : Walls : id -2000011 ,,TRUE,,,,TRUE,5448552,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 ,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 ,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 ,,4780387,Revit Element : <None>,Revit Element : <None>,Revit Element : <None>,1,0,0,,0.5 * Pi,FALSE,0,CoreCenterline,FALSE,TRUE,0,0,Revit Level : LEVEL 05 : id 5391481 ,108,Revit Element : <None>,TRUE,3,TRUE,11473.31883,2294.663766,17.124356,,,Revit Element : <None>,Main Model,,,,,2133,,,0,Revit Element : <None>,Revit Phase : New Construction : id 118390 ,0,FALSE,FALSE,FALSE,NonBearing,
HA Wall_W24.1,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 @ HA_1249_550TenthAVE_Arch_detached 211016_MbreauCNSZQ.rvt,5448554,5,Revit Category : Walls : id -2000011 ,Revit Category : Walls : id -2000011 ,,TRUE,,,,TRUE,5448554,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 ,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 ,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 ,,4780387,Revit Element : <None>,Revit Element : <None>,Revit Element : <None>,1,0,0,,0.5 * Pi,FALSE,0,CoreCenterline,FALSE,TRUE,0,0,Revit Level : LEVEL 05 : id 5391481 ,108,Revit Element : <None>,TRUE,3,TRUE,69010.43117,13802.08623,103.000644,,,Revit Element : <None>,Main Model,,,,,2133,,,0,Revit Element : <None>,Revit Phase : New Construction : id 118390 ,0,FALSE,FALSE,FALSE,NonBearing,
HA Wall_W24.1,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 @ HA_1249_550TenthAVE_Arch_detached 211016_MbreauCNSZQ.rvt,5448555,5,Revit Category : Walls : id -2000011 ,Revit Category : Walls : id -2000011 ,,TRUE,,,,TRUE,5448555,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 ,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 ,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 ,,4780387,Revit Element : <None>,Revit Element : <None>,Revit Element : <None>,1,0,0,,0.5 * Pi,FALSE,0,CoreCenterline,FALSE,TRUE,0,0,Revit Level : LEVEL 05 : id 5391481 ,108,Revit Element : <None>,TRUE,3,TRUE,27467.0051,5493.401021,38.49553,,,Revit Element : <None>,Main Model,,,,,2133,,,0,Revit Element : <None>,Revit Phase : New Construction : id 118390 ,0,FALSE,FALSE,FALSE,NonBearing,
HA Wall_W24.1,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 @ HA_1249_550TenthAVE_Arch_detached 211016_MbreauCNSZQ.rvt,5448557,5,Revit Category : Walls : id -2000011 ,Revit Category : Walls : id -2000011 ,,TRUE,,,,TRUE,5448557,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 ,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 ,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 ,,4780387,Revit Element : <None>,Revit Element : <None>,Revit Element : <None>,1,0,0,,0.5 * Pi,FALSE,0,CoreCenterline,FALSE,TRUE,0,0,Revit Level : LEVEL 05 : id 5391481 ,108,Revit Element : <None>,TRUE,3,TRUE,17912.38581,3582.477161,26.734904,,,Revit Element : <None>,Main Model,,,,,2133,,,0,Revit Element : <None>,Revit Phase : New Construction : id 118390 ,0,FALSE,FALSE,FALSE,NonBearing,
HA Wall_W24.1,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 @ HA_1249_550TenthAVE_Arch_detached 211016_MbreauCNSZQ.rvt,5448559,5,Revit Category : Walls : id -2000011 ,Revit Category : Walls : id -2000011 ,,TRUE,,,,TRUE,5448559,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 ,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 ,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 ,,4780387,Revit Element : <None>,Revit Element : <None>,Revit Element : <None>,1,0,0,,0.5 * Pi,FALSE,0,CoreCenterline,FALSE,TRUE,0,0,Revit Level : LEVEL 05 : id 5391481 ,108,Revit Element : <None>,TRUE,3,TRUE,17922.5,3584.5,26.75,,,Revit Element : <None>,Main Model,,,,,2133,,,0,Revit Element : <None>,Revit Phase : New Construction : id 118390 ,0,FALSE,FALSE,FALSE,NonBearing,
HA Wall_W24.1,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 @ HA_1249_550TenthAVE_Arch_detached 211016_MbreauCNSZQ.rvt,5448560,5,Revit Category : Walls : id -2000011 ,Revit Category : Walls : id -2000011 ,,TRUE,,,,TRUE,5448560,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 ,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 ,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 ,,4780387,Revit Element : <None>,Revit Element : <None>,Revit Element : <None>,1,0,0,,0.5 * Pi,FALSE,0,CoreCenterline,FALSE,TRUE,0,0,Revit Level : LEVEL 05 : id 5391481 ,108,Revit Element : <None>,TRUE,3,TRUE,103766.4732,20753.29463,154.875333,,,Revit Element : <None>,Main Model,,,,,2133,,,0,Revit Element : <None>,Revit Phase : New Construction : id 118390 ,0,FALSE,FALSE,FALSE,NonBearing,
HA Wall_W24.1,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 @ HA_1249_550TenthAVE_Arch_detached 211016_MbreauCNSZQ.rvt,5448562,5,Revit Category : Walls : id -2000011 ,Revit Category : Walls : id -2000011 ,,TRUE,,,,TRUE,5448562,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 ,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 ,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 ,,4780387,Revit Element : <None>,Revit Element : <None>,Revit Element : <None>,1,0,0,,0.5 * Pi,FALSE,0,CoreCenterline,FALSE,TRUE,0,0,Revit Level : LEVEL 05 : id 5391481 ,108,Revit Element : <None>,TRUE,3,TRUE,17420,3484,26,,,Revit Element : <None>,Main Model,,,,,2133,,,0,Revit Element : <None>,Revit Phase : New Construction : id 118390 ,0,FALSE,FALSE,FALSE,NonBearing,
HA Wall_W24.1,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 @ HA_1249_550TenthAVE_Arch_detached 211016_MbreauCNSZQ.rvt,5448565,5,Revit Category : Walls : id -2000011 ,Revit Category : Walls : id -2000011 ,,TRUE,,,,TRUE,5448565,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 ,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 ,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 ,,4780387,Revit Element : <None>,Revit Element : <None>,Revit Element : <None>,1,0,0,,0,FALSE,0,CoreCenterline,FALSE,TRUE,0,0,Revit Level : LEVEL 05 : id 5391481 ,108,Revit Element : <None>,TRUE,3,TRUE,59419.05077,11883.81015,91.18515,,,Revit Element : <None>,Main Model,,,,,2133,,,0,Revit Element : <None>,Revit Phase : New Construction : id 118390 ,0,FALSE,FALSE,FALSE,NonBearing,
HA Wall_W22.0,Revit Host Type : Basic Wall : HA Wall_W22.0 : id 588665 @ HA_1249_550TenthAVE_Arch_detached 211016_MbreauCNSZQ.rvt,5458230,3.75,Revit Category : Walls : id -2000011 ,Revit Category : Walls : id -2000011 ,,TRUE,,,,TRUE,5458230,Revit Host Type : Basic Wall : HA Wall_W22.0 : id 588665 ,Revit Host Type : Basic Wall : HA Wall_W22.0 : id 588665 ,Revit Host Type : Basic Wall : HA Wall_W22.0 : id 588665 ,,588665,Revit Element : <None>,Revit Element : <None>,Revit Element : <None>,1,0,0,,0,FALSE,0,CoreCenterline,FALSE,FALSE,0,0,Revit Level : LEVEL 34 : id 5392074 ,120,Revit Element : <None>,TRUE,3,TRUE,31016.25,8271,112.125,,,Revit Element : <None>,Main Model,,,,,2146,,,0,Revit Element : <None>,Revit Phase : New Construction : id 118390 ,0,FALSE,FALSE,FALSE,NonBearing,
HA Wall_W22.0,Revit Host Type : Basic Wall : HA Wall_W22.0 : id 588665 @ HA_1249_550TenthAVE_Arch_detached 211016_MbreauCNSZQ.rvt,5458231,3.75,Revit Category : Walls : id -2000011 ,Revit Category : Walls : id -2000011 ,,TRUE,,,,TRUE,5458231,Revit Host Type : Basic Wall : HA Wall_W22.0 : id 588665 ,Revit Host Type : Basic Wall : HA Wall_W22.0 : id 588665 ,Revit Host Type : Basic Wall : HA Wall_W22.0 : id 588665 ,,588665,Revit Element : <None>,Revit Element : <None>,Revit Element : <None>,1,0,0,,0.5 * Pi,FALSE,0,CoreCenterline,FALSE,FALSE,0,0,Revit Level : LEVEL 34 : id 5392074 ,120,Revit Element : <None>,TRUE,3,TRUE,13039.89395,3477.305053,52.940042,,,Revit Element : <None>,Main Model,,,,,2146,,,0,Revit Element : <None>,Revit Phase : New Construction : id 118390 ,0,FALSE,FALSE,FALSE,NonBearing,
HA Wall_W22.0,Revit Host Type : Basic Wall : HA Wall_W22.0 : id 588665 @ HA_1249_550TenthAVE_Arch_detached 211016_MbreauCNSZQ.rvt,5458232,3.75,Revit Category : Walls : id -2000011 ,Revit Category : Walls : id -2000011 ,,TRUE,,,,TRUE,5458232,Revit Host Type : Basic Wall : HA Wall_W22.0 : id 588665 ,Revit Host Type : Basic Wall : HA Wall_W22.0 : id 588665 ,Revit Host Type : Basic Wall : HA Wall_W22.0 : id 588665 ,,588665,Revit Element : <None>,Revit Element : <None>,Revit Element : <None>,1,0,0,,0.5 * Pi,FALSE,0,CoreCenterline,FALSE,FALSE,0,0,Revit Level : LEVEL 34 : id 5392074 ,120,Revit Element : <None>,TRUE,3,TRUE,13218.75,3525,27.5,,,Revit Element : <None>,Main Model,,,,,2146,,,0,Revit Element : <None>,Revit Phase : New Construction : id 118390 ,0,FALSE,FALSE,FALSE,NonBearing,
HA Wall_F21.0,Revit Host Type : Basic Wall : HA Wall_F21.0 : id 6668981 @ HA_1249_550TenthAVE_Arch_detached 211016_MbreauCNSZQ.rvt,5458307,3.125,Revit Category : Walls : id -2000011 ,Revit Category : Walls : id -2000011 ,,TRUE,,,,TRUE,5458307,Revit Host Type : Basic Wall : HA Wall_F21.0 : id 6668981 ,Revit Host Type : Basic Wall : HA Wall_F21.0 : id 6668981 ,Revit Host Type : Basic Wall : HA Wall_F21.0 : id 6668981 ,,6668981,Revit Element : <None>,Revit Element : <None>,Revit Element : <None>,1,0,0,,0.5 * Pi,FALSE,0,CoreCenterline,FALSE,FALSE,0,0,Revit Level : LEVEL 34 : id 5392074 ,120,Revit Element : <None>,TRUE,3,TRUE,20859.375,6675,54.0625,,,Revit Element : <None>,Main Model,,,,,2146,,,0,Revit Element : <None>,Revit Phase : New Construction : id 118390 ,0,FALSE,FALSE,FALSE,NonBearing,
HA Wall_W22.0,Revit Host Type : Basic Wall : HA Wall_W22.0 : id 588665 @ HA_1249_550TenthAVE_Arch_detached 211016_MbreauCNSZQ.rvt,5458346,3.75,Revit Category : Walls : id -2000011 ,Revit Category : Walls : id -2000011 ,,TRUE,,,,TRUE,5458346,Revit Host Type : Basic Wall : HA Wall_W22.0 : id 588665 ,Revit Host Type : Basic Wall : HA Wall_W22.0 : id 588665 ,Revit Host Type : Basic Wall : HA Wall_W22.0 : id 588665 ,,588665,Revit Element : <None>,Revit Element : <None>,Revit Element : <None>,1,0,0,,0,FALSE,0,CoreCenterline,FALSE,FALSE,0,0,Revit Level : LEVEL 34 : id 5392074 ,120,Revit Element : <None>,TRUE,3,TRUE,25293.72422,6744.993126,88.270776,,,Revit Element : <None>,Main Model,,,,,2146,,,0,Revit Element : <None>,Revit Phase : New Construction : id 118390 ,0,FALSE,FALSE,FALSE,NonBearing,
HA Wall_W22.0,Revit Host Type : Basic Wall : HA Wall_W22.0 : id 588665 @ HA_1249_550TenthAVE_Arch_detached 211016_MbreauCNSZQ.rvt,5458394,3.75,Revit Category : Walls : id -2000011 ,Revit Category : Walls : id -2000011 ,,TRUE,,,,TRUE,5458394,Revit Host Type : Basic Wall : HA Wall_W22.0 : id 588665 ,Revit Host Type : Basic Wall : HA Wall_W22.0 : id 588665 ,Revit Host Type : Basic Wall : HA Wall_W22.0 : id 588665 ,,588665,Revit Element : <None>,Revit Element : <None>,Revit Element : <None>,1,0,0,,0.5 * Pi,FALSE,0,CoreCenterline,FALSE,FALSE,0,0,Revit Level : LEVEL 34 : id 5392074 ,120,Revit Element : <None>,TRUE,3,TRUE,26444.6245,7051.899868,58.765832,,,Revit Element : <None>,Main Model,,,,,2146,,,0,Revit Element : <None>,Revit Phase : New Construction : id 118390 ,0,FALSE,FALSE,FALSE,NonBearing,
HA Wall_W22.0,Revit Host Type : Basic Wall : HA Wall_W22.0 : id 588665 @ HA_1249_550TenthAVE_Arch_detached 211016_MbreauCNSZQ.rvt,5458453,3.75,Revit Category : Walls : id -2000011 ,Revit Category : Walls : id -2000011 ,,TRUE,,,,TRUE,5458453,Revit Host Type : Basic Wall : HA Wall_W22.0 : id 588665 ,Revit Host Type : Basic Wall : HA Wall_W22.0 : id 588665 ,Revit Host Type : Basic Wall : HA Wall_W22.0 : id 588665 ,,588665,Revit Element : <None>,Revit Element : <None>,Revit Element : <None>,1,0,0,,0,FALSE,0,CoreCenterline,FALSE,FALSE,0,0,Revit Level : LEVEL 34 : id 5392074 ,120,Revit Element : <None>,TRUE,3,TRUE,12945.06549,3452.017464,52.866812,,,Revit Element : <None>,Main Model,,,,,2146,,,0,Revit Element : <None>,Revit Phase : New Construction : id 118390 ,0,FALSE,FALSE,FALSE,NonBearing,
HA Wall_F31.0,Revit Host Type : Basic Wall : HA Wall_F31.0 : id 15783850 @ HA_1249_550TenthAVE_Arch_detached 211016_MbreauCNSZQ.rvt,5458479,4.25,Revit Category : Walls : id -2000011 ,Revit Category : Walls : id -2000011 ,,TRUE,,,,TRUE,5458479,Revit Host Type : Basic Wall : HA Wall_F31.0 : id 15783850 ,Revit Host Type : Basic Wall : HA Wall_F31.0 : id 15783850 ,Revit Host Type : Basic Wall : HA Wall_F31.0 : id 15783850 ,,15783850,Revit Element : <None>,Revit Element : <None>,Revit Element : <None>,1,0,0,,0.5 * Pi,FALSE,0,FinishFaceExterior,FALSE,FALSE,0,0,Revit Level : LEVEL 34 : id 5392074 ,120,Revit Element : <None>,TRUE,3,TRUE,9180,2160,19.875,,,Revit Element : <None>,Main Model,,,,,2146,,,0,Revit Element : <None>,Revit Phase : New Construction : id 118390 ,0,FALSE,FALSE,FALSE,NonBearing,
HA Wall_W22.0,Revit Host Type : Basic Wall : HA Wall_W22.0 : id 588665 @ HA_1249_550TenthAVE_Arch_detached 211016_MbreauCNSZQ.rvt,5458515,3.75,Revit Category : Walls : id -2000011 ,Revit Category : Walls : id -2000011 ,,TRUE,,,,TRUE,5458515,Revit Host Type : Basic Wall : HA Wall_W22.0 : id 588665 ,Revit Host Type : Basic Wall : HA Wall_W22.0 : id 588665 ,Revit Host Type : Basic Wall : HA Wall_W22.0 : id 588665 ,,588665,Revit Element : <None>,Revit Element : <None>,Revit Element : <None>,1,0,0,,0,FALSE,0,CoreCenterline,FALSE,FALSE,0,0,Revit Level : LEVEL 34 : id 5392074 ,120,Revit Element : <None>,TRUE,3,TRUE,27787.5,7410,63.3125,,,Revit Element : <None>,Main Model,,,,,2146,,,0,Revit Element : <None>,Revit Phase : New Construction : id 118390 ,0,FALSE,FALSE,FALSE,NonBearing,b
HA Wall_W22.0,Revit Host Type : Basic Wall : HA Wall_W22.0 : id 588665 @ HA_1249_550TenthAVE_Arch_detached 211016_MbreauCNSZQ.rvt,5458593,3.75,Revit Category : Walls : id -2000011 ,Revit Category : Walls : id -2000011 ,,TRUE,,,,TRUE,5458593,Revit Host Type : Basic Wall : HA Wall_W22.0 : id 588665 ,Revit Host Type : Basic Wall : HA Wall_W22.0 : id 588665 ,Revit Host Type : Basic Wall : HA Wall_W22.0 : id 588665 ,,588665,Revit Element : <None>,Revit Element : <None>,Revit Element : <None>,1,0,0,,0.5 * Pi,FALSE,0,CoreCenterline,FALSE,FALSE,0,0,Revit Level : LEVEL 34 : id 5392074 ,120,Revit Element : <None>,TRUE,3,TRUE,18337.72973,4890.061261,74.688011,,,Revit Element : <None>,Main Model,,,,,2146,,,0,Revit Element : <None>,Revit Phase : New Construction : id 118390 ,0,FALSE,FALSE,FALSE,NonBearing,
HA Wall_W22.0,Revit Host Type : Basic Wall : HA Wall_W22.0 : id 588665 @ HA_1249_550TenthAVE_Arch_detached 211016_MbreauCNSZQ.rvt,5465913,3.75,Revit Category : Walls : id -2000011 ,Revit Category : Walls : id -2000011 ,,TRUE,,,,TRUE,5465913,Revit Host Type : Basic Wall : HA Wall_W22.0 : id 588665 ,Revit Host Type : Basic Wall : HA Wall_W22.0 : id 588665 ,Revit Host Type : Basic Wall : HA Wall_W22.0 : id 588665 ,,588665,Revit Element : <None>,Revit Element : <None>,Revit Element : <None>,1,0,0,,0,FALSE,0,CoreCenterline,FALSE,FALSE,0,0,Revit Level : LEVEL 34 : id 5392074 ,120,Revit Element : <None>,TRUE,3,TRUE,14512.5,3870,36,,,Revit Element : <None>,Main Model,,,,,2146,,,0,Revit Element : <None>,Revit Phase : New Construction : id 118390 ,0,FALSE,FALSE,FALSE,NonBearing,
HA Wall_F21.0,Revit Host Type : Basic Wall : HA Wall_F21.0 : id 6668981 @ HA_1249_550TenthAVE_Arch_detached 211016_MbreauCNSZQ.rvt,5466170,3.125,Revit Category : Walls : id -2000011 ,Revit Category : Walls : id -2000011 ,,TRUE,,,,TRUE,5466170,Revit Host Type : Basic Wall : HA Wall_F21.0 : id 6668981 ,Revit Host Type : Basic Wall : HA Wall_F21.0 : id 6668981 ,Revit Host Type : Basic Wall : HA Wall_F21.0 : id 6668981 ,,6668981,Revit Element : <None>,Revit Element : <None>,Revit Element : <None>,1,0,0,,0,FALSE,0,CoreCenterline,FALSE,FALSE,0,0,Revit Level : LEVEL 34 : id 5392074 ,120,Revit Element : <None>,TRUE,3,TRUE,14484.375,4635,38.625,,,Revit Element : <None>,Main Model,,,,,2146,,,0,Revit Element : <None>,Revit Phase : New Construction : id 118390 ,0,FALSE,FALSE,FALSE,NonBearing,
HA Wall_W22.0,Revit Host Type : Basic Wall : HA Wall_W22.0 : id 588665 @ HA_1249_550TenthAVE_Arch_detached 211016_MbreauCNSZQ.rvt,5466228,3.75,Revit Category : Walls : id -2000011 ,Revit Category : Walls : id -2000011 ,,TRUE,,,,TRUE,5466228,Revit Host Type : Basic Wall : HA Wall_W22.0 : id 588665 ,Revit Host Type : Basic Wall : HA Wall_W22.0 : id 588665 ,Revit Host Type : Basic Wall : HA Wall_W22.0 : id 588665 ,,588665,Revit Element : <None>,Revit Element : <None>,Revit Element : <None>,1,0,0,,0.5 * Pi,FALSE,0,CoreCenterline,FALSE,FALSE,0,0,Revit Level : LEVEL 34 : id 5392074 ,120,Revit Element : <None>,TRUE,3,TRUE,32400.35314,8640.09417,101.663285,,,Revit Element : <None>,Main Model,,,,,2146,,,0,Revit Element : <None>,Revit Phase : New Construction : id 118390 ,0,FALSE,FALSE,FALSE,NonBearing,
HA Wall_W22.0,Revit Host Type : Basic Wall : HA Wall_W22.0 : id 588665 @ HA_1249_550TenthAVE_Arch_detached 211016_MbreauCNSZQ.rvt,5466717,3.75,Revit Category : Walls : id -2000011 ,Revit Category : Walls : id -2000011 ,,TRUE,,,,TRUE,5466717,Revit Host Type : Basic Wall : HA Wall_W22.0 : id 588665 ,Revit Host Type : Basic Wall : HA Wall_W22.0 : id 588665 ,Revit Host Type : Basic Wall : HA Wall_W22.0 : id 588665 ,,588665,Revit Element : <None>,Revit Element : <None>,Revit Element : <None>,1,0,0,,0,FALSE,0,CoreCenterline,FALSE,FALSE,0,0,Revit Level : LEVEL 34 : id 5392074 ,120,Revit Element : <None>,TRUE,3,TRUE,35855.69049,9561.517464,81.554312,,,Revit Element : <None>,Main Model,,,,,2146,,,0,Revit Element : <None>,Revit Phase : New Construction : id 118390 ,0,FALSE,FALSE,FALSE,NonBearing,
HA Wall_F21.0,Revit Host Type : Basic Wall : HA Wall_F21.0 : id 6668981 @ HA_1249_550TenthAVE_Arch_detached 211016_MbreauCNSZQ.rvt,5467498,3.125,Revit Category : Walls : id -2000011 ,Revit Category : Walls : id -2000011 ,,TRUE,,,,TRUE,5467498,Revit Host Type : Basic Wall : HA Wall_F21.0 : id 6668981 ,Revit Host Type : Basic Wall : HA Wall_F21.0 : id 6668981 ,Revit Host Type : Basic Wall : HA Wall_F21.0 : id 6668981 ,,6668981,Revit Element : <None>,Revit Element : <None>,Revit Element : <None>,1,0,0,,0,FALSE,0,CoreCenterline,FALSE,FALSE,0,0,Revit Level : LEVEL 34 : id 5392074 ,120,Revit Element : <None>,TRUE,3,TRUE,7500,2400,20,,,Revit Element : <None>,Main Model,,,,,2146,,,0,Revit Element : <None>,Revit Phase : New Construction : id 118390 ,0,FALSE,FALSE,FALSE,NonBearing,
