Name,Type,ID,Wall_Width, Category , Category , Curtain version , Locked , Range , Angle 2 , Angle 1 , Deletable , Id , Family and Type , Family , Type , Family Name , Type Id , Bottom Vertical Projection , Top Vertical Projection , Horizontal Projection , Cross-Section , Base Extension Distance , Top Extension Distance , Radius , Angle , Related to Mass , Location Line Offset , Location Line , Base is Attached , Top is Attached , Top Offset , Base Offset , Base Constraint , Unconnected Height , Top Constraint , Room Bounding , Abstract Join Strength Order , Analytical Space Bounding , Volume , Area , Length , Desired Width , Image , Design Option , Design Option , Comments , Assembly Description , Assembly Code , Edited by , Workset , Type Name , Mark , Categorize as , Phase Demolished , Phase Created , Curved Edge Condition , Can host rebar , Structural , Enable Analytical Model , Structural Usage , Wall Modifier 
HA Wall_W24.1,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 @ HA_1249_550TenthAVE_Arch_detached 211016_MbreauCNSZQ.rvt,5435307,5,Revit Category : Walls : id -2000011 ,Revit Category : Walls : id -2000011 ,,TRUE,,,,TRUE,5435307,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 ,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 ,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 ,,4780387,Revit Element : <None>,Revit Element : <None>,Revit Element : <None>,1,0,0,,0.5 * Pi,FALSE,0,CoreCenterline,FALSE,FALSE,0,0,Revit Level : LEVEL 04 : id 5391257 ,108,Revit Element : <None>,TRUE,3,TRUE,15205.69194,3041.138388,28.158689,,,Revit Element : <None>,Main Model,,,,,2133,,,0,Revit Element : <None>,Revit Phase : New Construction : id 118390 ,0,FALSE,FALSE,FALSE,NonBearing,
HA Wall_W24.1,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 @ HA_1249_550TenthAVE_Arch_detached 211016_MbreauCNSZQ.rvt,5435373,5,Revit Category : Walls : id -2000011 ,Revit Category : Walls : id -2000011 ,,TRUE,,,,TRUE,5435373,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 ,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 ,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 ,,4780387,Revit Element : <None>,Revit Element : <None>,Revit Element : <None>,1,0,0,,0.5 * Pi,FALSE,0,CoreCenterline,FALSE,TRUE,0,0,Revit Level : LEVEL 05 : id 5391481 ,108,Revit Element : <None>,TRUE,3,TRUE,18866.32148,3773.264297,28.158689,,,Revit Element : <None>,Main Model,,,,,2133,,,0,Revit Element : <None>,Revit Phase : New Construction : id 118390 ,0,FALSE,FALSE,FALSE,NonBearing,
HA Wall_W24.2,Revit Host Type : Basic Wall : HA Wall_W24.2 : id 588664 @ HA_1249_550TenthAVE_Arch_detached 211016_MbreauCNSZQ.rvt,5439847,5,Revit Category : Walls : id -2000011 ,Revit Category : Walls : id -2000011 ,,TRUE,,,,TRUE,5439847,Revit Host Type : Basic Wall : HA Wall_W24.2 : id 588664 ,Revit Host Type : Basic Wall : HA Wall_W24.2 : id 588664 ,Revit Host Type : Basic Wall : HA Wall_W24.2 : id 588664 ,,588664,Revit Element : <None>,Revit Element : <None>,Revit Element : <None>,1,0,0,,0.5 * Pi,FALSE,0,FinishFaceExterior,FALSE,FALSE,0,0,Revit Level : LEVEL 34 : id 5392074 ,120,Revit Element : <None>,TRUE,3,TRUE,207382.5,41476.5,426.5,,,Revit Element : <None>,Main Model,,,,,2133,,,0,Revit Element : <None>,Revit Phase : New Construction : id 118390 ,0,FALSE,FALSE,FALSE,NonBearing,
HA Wall_W24.1,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 @ HA_1249_550TenthAVE_Arch_detached 211016_MbreauCNSZQ.rvt,5439849,5,Revit Category : Walls : id -2000011 ,Revit Category : Walls : id -2000011 ,,TRUE,,,,TRUE,5439849,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 ,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 ,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 ,,4780387,Revit Element : <None>,Revit Element : <None>,Revit Element : <None>,1,0,0,,0,FALSE,0,CoreCenterline,FALSE,FALSE,0,0,Revit Level : LEVEL 34 : id 5392074 ,120,Revit Element : <None>,TRUE,3,TRUE,36514.83573,7302.967146,60.85806,,,Revit Element : <None>,Main Model,,,,,2133,,,0,Revit Element : <None>,Revit Phase : New Construction : id 118390 ,0,FALSE,FALSE,FALSE,NonBearing,
HA Wall_W24.2,Revit Host Type : Basic Wall : HA Wall_W24.2 : id 588664 @ HA_1249_550TenthAVE_Arch_detached 211016_MbreauCNSZQ.rvt,5439857,5,Revit Category : Walls : id -2000011 ,Revit Category : Walls : id -2000011 ,,TRUE,,,,TRUE,5439857,Revit Host Type : Basic Wall : HA Wall_W24.2 : id 588664 ,Revit Host Type : Basic Wall : HA Wall_W24.2 : id 588664 ,Revit Host Type : Basic Wall : HA Wall_W24.2 : id 588664 ,,588664,Revit Element : <None>,Revit Element : <None>,Revit Element : <None>,1,0,0,,0.5 * Pi,FALSE,0,FinishFaceExterior,FALSE,FALSE,0,0,Revit Level : LEVEL 34 : id 5392074 ,120,Revit Element : <None>,TRUE,3,TRUE,24877.5,4975.5,66.75,,,Revit Element : <None>,Main Model,,,,,2133,,,0,Revit Element : <None>,Revit Phase : New Construction : id 118390 ,0,FALSE,FALSE,FALSE,NonBearing,
HA Wall_W24.2,Revit Host Type : Basic Wall : HA Wall_W24.2 : id 588664 @ HA_1249_550TenthAVE_Arch_detached 211016_MbreauCNSZQ.rvt,5439858,5,Revit Category : Walls : id -2000011 ,Revit Category : Walls : id -2000011 ,,TRUE,,,,TRUE,5439858,Revit Host Type : Basic Wall : HA Wall_W24.2 : id 588664 ,Revit Host Type : Basic Wall : HA Wall_W24.2 : id 588664 ,Revit Host Type : Basic Wall : HA Wall_W24.2 : id 588664 ,,588664,Revit Element : <None>,Revit Element : <None>,Revit Element : <None>,1,0,0,,0,FALSE,0,FinishFaceExterior,FALSE,FALSE,0,0,Revit Level : LEVEL 34 : id 5392074 ,120,Revit Element : <None>,TRUE,3,TRUE,191446.4855,38289.2971,346.864976,,,Revit Element : <None>,Main Model,,,,,2133,,,0,Revit Element : <None>,Revit Phase : New Construction : id 118390 ,0,FALSE,FALSE,FALSE,NonBearing,
HA Wall_W24.2,Revit Host Type : Basic Wall : HA Wall_W24.2 : id 588664 @ HA_1249_550TenthAVE_Arch_detached 211016_MbreauCNSZQ.rvt,5439859,5,Revit Category : Walls : id -2000011 ,Revit Category : Walls : id -2000011 ,,TRUE,,,,TRUE,5439859,Revit Host Type : Basic Wall : HA Wall_W24.2 : id 588664 ,Revit Host Type : Basic Wall : HA Wall_W24.2 : id 588664 ,Revit Host Type : Basic Wall : HA Wall_W24.2 : id 588664 ,,588664,Revit Element : <None>,Revit Element : <None>,Revit Element : <None>,1,0,0,,0.5 * Pi,FALSE,0,FinishFaceExterior,FALSE,FALSE,0,0,Revit Level : LEVEL 34 : id 5392074 ,120,Revit Element : <None>,TRUE,3,TRUE,22927.5,4585.5,66,,,Revit Element : <None>,Main Model,,,,,2133,,,0,Revit Element : <None>,Revit Phase : New Construction : id 118390 ,0,FALSE,FALSE,FALSE,NonBearing,
HA Wall_W24.2,Revit Host Type : Basic Wall : HA Wall_W24.2 : id 588664 @ HA_1249_550TenthAVE_Arch_detached 211016_MbreauCNSZQ.rvt,5439860,5,Revit Category : Walls : id -2000011 ,Revit Category : Walls : id -2000011 ,,TRUE,,,,TRUE,5439860,Revit Host Type : Basic Wall : HA Wall_W24.2 : id 588664 ,Revit Host Type : Basic Wall : HA Wall_W24.2 : id 588664 ,Revit Host Type : Basic Wall : HA Wall_W24.2 : id 588664 ,,588664,Revit Element : <None>,Revit Element : <None>,Revit Element : <None>,1,0,0,,0,FALSE,0,FinishFaceExterior,FALSE,FALSE,0,0,Revit Level : LEVEL 34 : id 5392074 ,120,Revit Element : <None>,TRUE,3,TRUE,14521.48548,2904.297096,54.489976,,,Revit Element : <None>,Main Model,,,,,2133,,,0,Revit Element : <None>,Revit Phase : New Construction : id 118390 ,0,FALSE,FALSE,FALSE,NonBearing,
HA Wall_W24.2,Revit Host Type : Basic Wall : HA Wall_W24.2 : id 588664 @ HA_1249_550TenthAVE_Arch_detached 211016_MbreauCNSZQ.rvt,5439862,5,Revit Category : Walls : id -2000011 ,Revit Category : Walls : id -2000011 ,,TRUE,,,,TRUE,5439862,Revit Host Type : Basic Wall : HA Wall_W24.2 : id 588664 ,Revit Host Type : Basic Wall : HA Wall_W24.2 : id 588664 ,Revit Host Type : Basic Wall : HA Wall_W24.2 : id 588664 ,,588664,Revit Element : <None>,Revit Element : <None>,Revit Element : <None>,1,0,0,,0,FALSE,0,FinishFaceExterior,FALSE,FALSE,0,0,Revit Level : LEVEL 34 : id 5392074 ,120,Revit Element : <None>,TRUE,3,TRUE,18525,3705,33.375,,,Revit Element : <None>,Main Model,,,,,2133,,,0,Revit Element : <None>,Revit Phase : New Construction : id 118390 ,0,FALSE,FALSE,FALSE,NonBearing,
HA Wall_W24.2,Revit Host Type : Basic Wall : HA Wall_W24.2 : id 588664 @ HA_1249_550TenthAVE_Arch_detached 211016_MbreauCNSZQ.rvt,5439863,5,Revit Category : Walls : id -2000011 ,Revit Category : Walls : id -2000011 ,,TRUE,,,,TRUE,5439863,Revit Host Type : Basic Wall : HA Wall_W24.2 : id 588664 ,Revit Host Type : Basic Wall : HA Wall_W24.2 : id 588664 ,Revit Host Type : Basic Wall : HA Wall_W24.2 : id 588664 ,,588664,Revit Element : <None>,Revit Element : <None>,Revit Element : <None>,1,0,0,,0.785398,FALSE,0,FinishFaceExterior,FALSE,FALSE,0,0,Revit Level : LEVEL 34 : id 5392074 ,120,Revit Element : <None>,TRUE,3,TRUE,17326.15281,4065.230563,35.947989,,,Revit Element : <None>,Main Model,,,,,2133,,,0,Revit Element : <None>,Revit Phase : New Construction : id 118390 ,0,FALSE,FALSE,FALSE,NonBearing,
HA Wall_W24.2,Revit Host Type : Basic Wall : HA Wall_W24.2 : id 588664 @ HA_1249_550TenthAVE_Arch_detached 211016_MbreauCNSZQ.rvt,5439864,5,Revit Category : Walls : id -2000011 ,Revit Category : Walls : id -2000011 ,,TRUE,,,,TRUE,5439864,Revit Host Type : Basic Wall : HA Wall_W24.2 : id 588664 ,Revit Host Type : Basic Wall : HA Wall_W24.2 : id 588664 ,Revit Host Type : Basic Wall : HA Wall_W24.2 : id 588664 ,,588664,Revit Element : <None>,Revit Element : <None>,Revit Element : <None>,1,0,0,,0.5 * Pi,FALSE,0,FinishFaceExterior,FALSE,FALSE,0,0,Revit Level : LEVEL 34 : id 5392074 ,120,Revit Element : <None>,TRUE,3,TRUE,37051.14943,7410.229886,61.751916,,,Revit Element : <None>,Main Model,,,,,2133,,,0,Revit Element : <None>,Revit Phase : New Construction : id 118390 ,0,FALSE,FALSE,FALSE,NonBearing,b
HA Wall_W24.1,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 @ HA_1249_550TenthAVE_Arch_detached 211016_MbreauCNSZQ.rvt,5439870,5,Revit Category : Walls : id -2000011 ,Revit Category : Walls : id -2000011 ,,TRUE,,,,TRUE,5439870,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 ,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 ,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 ,,4780387,Revit Element : <None>,Revit Element : <None>,Revit Element : <None>,1,0,0,,0,FALSE,0,CoreCenterline,FALSE,FALSE,0,0,Revit Level : LEVEL 34 : id 5392074 ,120,Revit Element : <None>,TRUE,3,TRUE,94542.59402,18908.51881,160.07099,,,Revit Element : <None>,Main Model,,,,,2133,,,0,Revit Element : <None>,Revit Phase : New Construction : id 118390 ,0,FALSE,FALSE,FALSE,NonBearing,
HA Wall_W24.2,Revit Host Type : Basic Wall : HA Wall_W24.2 : id 588664 @ HA_1249_550TenthAVE_Arch_detached 211016_MbreauCNSZQ.rvt,5439871,5,Revit Category : Walls : id -2000011 ,Revit Category : Walls : id -2000011 ,,TRUE,,,,TRUE,5439871,Revit Host Type : Basic Wall : HA Wall_W24.2 : id 588664 ,Revit Host Type : Basic Wall : HA Wall_W24.2 : id 588664 ,Revit Host Type : Basic Wall : HA Wall_W24.2 : id 588664 ,,588664,Revit Element : <None>,Revit Element : <None>,Revit Element : <None>,1,0,0,,0,FALSE,0,FinishFaceExterior,FALSE,FALSE,0,0,Revit Level : LEVEL 34 : id 5392074 ,120,Revit Element : <None>,TRUE,3,TRUE,39600,7920,66,,,Revit Element : <None>,Main Model,,,,,2133,,,0,Revit Element : <None>,Revit Phase : New Construction : id 118390 ,0,FALSE,FALSE,FALSE,NonBearing,
HA Wall_W24.1,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 @ HA_1249_550TenthAVE_Arch_detached 211016_MbreauCNSZQ.rvt,5439872,5,Revit Category : Walls : id -2000011 ,Revit Category : Walls : id -2000011 ,,TRUE,,,,TRUE,5439872,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 ,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 ,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 ,,4780387,Revit Element : <None>,Revit Element : <None>,Revit Element : <None>,1,0,0,,0.5 * Pi,FALSE,0,CoreCenterline,FALSE,FALSE,0,0,Revit Level : LEVEL 34 : id 5392074 ,120,Revit Element : <None>,TRUE,3,TRUE,49525.42815,9905.08563,80.04238,,,Revit Element : <None>,Main Model,,,,,2133,,,0,Revit Element : <None>,Revit Phase : New Construction : id 118390 ,0,FALSE,FALSE,FALSE,NonBearing,
HA Wall_W24.1,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 @ HA_1249_550TenthAVE_Arch_detached 211016_MbreauCNSZQ.rvt,5439873,5,Revit Category : Walls : id -2000011 ,Revit Category : Walls : id -2000011 ,,TRUE,,,,TRUE,5439873,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 ,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 ,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 ,,4780387,Revit Element : <None>,Revit Element : <None>,Revit Element : <None>,1,0,0,,0,FALSE,0,CoreCenterline,FALSE,FALSE,0,0,Revit Level : LEVEL 34 : id 5392074 ,120,Revit Element : <None>,TRUE,3,TRUE,22800,4560,38,,,Revit Element : <None>,Main Model,,,,,2133,,,0,Revit Element : <None>,Revit Phase : New Construction : id 118390 ,0,FALSE,FALSE,FALSE,NonBearing,
HA Wall_W24.1,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 @ HA_1249_550TenthAVE_Arch_detached 211016_MbreauCNSZQ.rvt,5439874,5,Revit Category : Walls : id -2000011 ,Revit Category : Walls : id -2000011 ,,TRUE,,,,TRUE,5439874,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 ,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 ,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 ,,4780387,Revit Element : <None>,Revit Element : <None>,Revit Element : <None>,1,0,0,,0,FALSE,0,CoreCenterline,FALSE,FALSE,0,0,Revit Level : LEVEL 34 : id 5392074 ,120,Revit Element : <None>,TRUE,3,TRUE,20325,4065,36.375,,,Revit Element : <None>,Main Model,,,,,2133,,,0,Revit Element : <None>,Revit Phase : New Construction : id 118390 ,0,FALSE,FALSE,FALSE,NonBearing,
HA Wall_W24.1,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 @ HA_1249_550TenthAVE_Arch_detached 211016_MbreauCNSZQ.rvt,5439878,5,Revit Category : Walls : id -2000011 ,Revit Category : Walls : id -2000011 ,,TRUE,,,,TRUE,5439878,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 ,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 ,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 ,,4780387,Revit Element : <None>,Revit Element : <None>,Revit Element : <None>,1,0,0,,0.5 * Pi,FALSE,0,CoreCenterline,FALSE,FALSE,0,0,Revit Level : LEVEL 34 : id 5392074 ,120,Revit Element : <None>,TRUE,3,TRUE,72300,14460,120.5,,,Revit Element : <None>,Main Model,,,,,2133,,,0,Revit Element : <None>,Revit Phase : New Construction : id 118390 ,0,FALSE,FALSE,FALSE,NonBearing,
HA Wall_W24.1,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 @ HA_1249_550TenthAVE_Arch_detached 211016_MbreauCNSZQ.rvt,5439880,5,Revit Category : Walls : id -2000011 ,Revit Category : Walls : id -2000011 ,,TRUE,,,,TRUE,5439880,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 ,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 ,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 ,,4780387,Revit Element : <None>,Revit Element : <None>,Revit Element : <None>,1,0,0,,0.5 * Pi,FALSE,0,CoreCenterline,FALSE,FALSE,0,0,Revit Level : LEVEL 34 : id 5392074 ,120,Revit Element : <None>,TRUE,3,TRUE,15963.51113,3192.702225,24.105852,,,Revit Element : <None>,Main Model,,,,,2133,,,0,Revit Element : <None>,Revit Phase : New Construction : id 118390 ,0,FALSE,FALSE,FALSE,NonBearing,
HA Wall_W24.1,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 @ HA_1249_550TenthAVE_Arch_detached 211016_MbreauCNSZQ.rvt,5439881,5,Revit Category : Walls : id -2000011 ,Revit Category : Walls : id -2000011 ,,TRUE,,,,TRUE,5439881,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 ,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 ,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 ,,4780387,Revit Element : <None>,Revit Element : <None>,Revit Element : <None>,1,0,0,,0,FALSE,0,CoreCenterline,FALSE,FALSE,0,0,Revit Level : LEVEL 34 : id 5392074 ,120,Revit Element : <None>,TRUE,3,TRUE,21600,4320,36,,,Revit Element : <None>,Main Model,,,,,2133,,,0,Revit Element : <None>,Revit Phase : New Construction : id 118390 ,0,FALSE,FALSE,FALSE,NonBearing,
HA Wall_W24.1,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 @ HA_1249_550TenthAVE_Arch_detached 211016_MbreauCNSZQ.rvt,5439891,5,Revit Category : Walls : id -2000011 ,Revit Category : Walls : id -2000011 ,,TRUE,,,,TRUE,5439891,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 ,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 ,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 ,,4780387,Revit Element : <None>,Revit Element : <None>,Revit Element : <None>,1,0,0,,0.5 * Pi,FALSE,0,CoreCenterline,FALSE,FALSE,0,0,Revit Level : LEVEL 34 : id 5392074 ,120,Revit Element : <None>,TRUE,3,TRUE,113550,22710,189.25,,,Revit Element : <None>,Main Model,,,,,2133,,,0,Revit Element : <None>,Revit Phase : New Construction : id 118390 ,0,FALSE,FALSE,FALSE,NonBearing,
HA Wall_W24.1,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 @ HA_1249_550TenthAVE_Arch_detached 211016_MbreauCNSZQ.rvt,5439895,5,Revit Category : Walls : id -2000011 ,Revit Category : Walls : id -2000011 ,,TRUE,,,,TRUE,5439895,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 ,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 ,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 ,,4780387,Revit Element : <None>,Revit Element : <None>,Revit Element : <None>,1,0,0,,0,FALSE,0,CoreCenterline,FALSE,FALSE,0,0,Revit Level : LEVEL 34 : id 5392074 ,120,Revit Element : <None>,TRUE,3,TRUE,43350,8670,69.75,,,Revit Element : <None>,Main Model,,,,,2133,,,0,Revit Element : <None>,Revit Phase : New Construction : id 118390 ,0,FALSE,FALSE,FALSE,NonBearing,b
HA Wall_W24.1,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 @ HA_1249_550TenthAVE_Arch_detached 211016_MbreauCNSZQ.rvt,5439897,5,Revit Category : Walls : id -2000011 ,Revit Category : Walls : id -2000011 ,,TRUE,,,,TRUE,5439897,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 ,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 ,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 ,,4780387,Revit Element : <None>,Revit Element : <None>,Revit Element : <None>,1,0,0,,0.5 * Pi,FALSE,0,CoreCenterline,FALSE,FALSE,0,0,Revit Level : LEVEL 34 : id 5392074 ,120,Revit Element : <None>,TRUE,3,TRUE,17360.97474,3472.194947,31.434958,,,Revit Element : <None>,Main Model,,,,,2133,,,0,Revit Element : <None>,Revit Phase : New Construction : id 118390 ,0,FALSE,FALSE,FALSE,NonBearing,b
HA Wall_W24.1,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 @ HA_1249_550TenthAVE_Arch_detached 211016_MbreauCNSZQ.rvt,5439899,5,Revit Category : Walls : id -2000011 ,Revit Category : Walls : id -2000011 ,,TRUE,,,,TRUE,5439899,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 ,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 ,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 ,,4780387,Revit Element : <None>,Revit Element : <None>,Revit Element : <None>,1,0,0,,0,FALSE,0,CoreCenterline,FALSE,FALSE,0,0,Revit Level : LEVEL 34 : id 5392074 ,120,Revit Element : <None>,TRUE,3,TRUE,47781.01452,9556.202904,79.635024,,,Revit Element : <None>,Main Model,,,,,2133,,,0,Revit Element : <None>,Revit Phase : New Construction : id 118390 ,0,FALSE,FALSE,FALSE,NonBearing,
HA Wall_W24.1,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 @ HA_1249_550TenthAVE_Arch_detached 211016_MbreauCNSZQ.rvt,5440396,5,Revit Category : Walls : id -2000011 ,Revit Category : Walls : id -2000011 ,,TRUE,,,,TRUE,5440396,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 ,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 ,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 ,,4780387,Revit Element : <None>,Revit Element : <None>,Revit Element : <None>,1,0,0,,0.5 * Pi,FALSE,0,CoreCenterline,FALSE,FALSE,0,0,Revit Level : LEVEL 34 : id 5392074 ,120,Revit Element : <None>,TRUE,3,TRUE,89797.20676,17959.44135,149.662011,,,Revit Element : <None>,Main Model,,,,,2133,,,0,Revit Element : <None>,Revit Phase : New Construction : id 118390 ,0,FALSE,FALSE,FALSE,NonBearing,
HA Wall_W24.1,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 @ HA_1249_550TenthAVE_Arch_detached 211016_MbreauCNSZQ.rvt,5441480,5,Revit Category : Walls : id -2000011 ,Revit Category : Walls : id -2000011 ,,TRUE,,,,TRUE,5441480,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 ,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 ,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 ,,4780387,Revit Element : <None>,Revit Element : <None>,Revit Element : <None>,1,0,0,,0,FALSE,0,CoreCenterline,FALSE,FALSE,0,0,Revit Level : LEVEL 04 : id 5391257 ,108,Revit Element : <None>,TRUE,3,TRUE,41445,8289,76.75,,,Revit Element : <None>,Main Model,,,,,2133,,,0,Revit Element : <None>,Revit Phase : New Construction : id 118390 ,0,FALSE,FALSE,FALSE,NonBearing,
HA Wall_W24.1,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 @ HA_1249_550TenthAVE_Arch_detached 211016_MbreauCNSZQ.rvt,5441571,5,Revit Category : Walls : id -2000011 ,Revit Category : Walls : id -2000011 ,,TRUE,,,,TRUE,5441571,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 ,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 ,Revit Host Type : Basic Wall : HA Wall_W24.1 : id 4780387 ,,4780387,Revit Element : <None>,Revit Element : <None>,Revit Element : <None>,1,0,0,,0,FALSE,0,CoreCenterline,FALSE,TRUE,0,0,Revit Level : LEVEL 05 : id 5391481 ,108,Revit Element : <None>,TRUE,3,TRUE,51422.5,10284.5,76.75,,,Revit Element : <None>,Main Model,,,,,2133,,,0,Revit Element : <None>,Revit Phase : New Construction : id 118390 ,0,FALSE,FALSE,FALSE,NonBearing,
HA Wall_W24.2,Revit Host Type : Basic Wall : HA Wall_W24.2 : id 588664 @ HA_1249_550TenthAVE_Arch_detached 211016_MbreauCNSZQ.rvt,5441614,5,Revit Category : Walls : id -2000011 ,Revit Category : Walls : id -2000011 ,,TRUE,,,,TRUE,5441614,Revit Host Type : Basic Wall : HA Wall_W24.2 : id 588664 ,Revit Host Type : Basic Wall : HA Wall_W24.2 : id 588664 ,Revit Host Type : Basic Wall : HA Wall_W24.2 : id 588664 ,,588664,Revit Element : <None>,Revit Element : <None>,Revit Element : <None>,1,0,0,,0,FALSE,0,FinishFaceExterior,FALSE,FALSE,0,0,Revit Level : LEVEL 04 : id 5391257 ,108,Revit Element : <None>,TRUE,3,TRUE,41850,8370,77.5,,,Revit Element : <None>,Main Model,,,,,2133,,,0,Revit Element : <None>,Revit Phase : New Construction : id 118390 ,0,FALSE,FALSE,FALSE,NonBearing,
HA Wall_W24.2,Revit Host Type : Basic Wall : HA Wall_W24.2 : id 588664 @ HA_1249_550TenthAVE_Arch_detached 211016_MbreauCNSZQ.rvt,5441615,5,Revit Category : Walls : id -2000011 ,Revit Category : Walls : id -2000011 ,,TRUE,,,,TRUE,5441615,Revit Host Type : Basic Wall : HA Wall_W24.2 : id 588664 ,Revit Host Type : Basic Wall : HA Wall_W24.2 : id 588664 ,Revit Host Type : Basic Wall : HA Wall_W24.2 : id 588664 ,,588664,Revit Element : <None>,Revit Element : <None>,Revit Element : <None>,1,0,0,,0.785398,FALSE,0,FinishFaceExterior,FALSE,FALSE,0,0,Revit Level : LEVEL 04 : id 5391257 ,108,Revit Element : <None>,TRUE,3,TRUE,22500.3242,5040.06484,41.667267,,,Revit Element : <None>,Main Model,,,,,2133,,,0,Revit Element : <None>,Revit Phase : New Construction : id 118390 ,0,FALSE,FALSE,FALSE,NonBearing,
HA Wall_W24.2,Revit Host Type : Basic Wall : HA Wall_W24.2 : id 588664 @ HA_1249_550TenthAVE_Arch_detached 211016_MbreauCNSZQ.rvt,5441616,5,Revit Category : Walls : id -2000011 ,Revit Category : Walls : id -2000011 ,,TRUE,,,,TRUE,5441616,Revit Host Type : Basic Wall : HA Wall_W24.2 : id 588664 ,Revit Host Type : Basic Wall : HA Wall_W24.2 : id 588664 ,Revit Host Type : Basic Wall : HA Wall_W24.2 : id 588664 ,,588664,Revit Element : <None>,Revit Element : <None>,Revit Element : <None>,1,0,0,,0.5 * Pi,FALSE,0,FinishFaceExterior,FALSE,FALSE,0,0,Revit Level : LEVEL 04 : id 5391257 ,108,Revit Element : <None>,TRUE,3,TRUE,7312.254457,1732.450891,17.076746,,,Revit Element : <None>,Main Model,,,,,2133,,,0,Revit Element : <None>,Revit Phase : New Construction : id 118390 ,0,FALSE,FALSE,FALSE,NonBearing,
